university,post_text,date,likes,retweets,user_id,sentiment_label
University of Michigan,Tuition increase announced again.,2024-10-30,783,491,user_93515,negative
University of Michigan,Dorm overcrowding issues persist.,2024-10-01,1105,480,user_33163,negative
University of Michigan,Strong alumni network support.,2024-09-02,717,461,user_12575,positive
University of Michigan,Top-ranked academic programs.,2024-08-25,521,417,user_47748,positive
University of Michigan,Research funding opportunities are massive.,2024-07-25,1412,222,user_17967,positive
University of Michigan,Campus facilities are world class.,2024-09-28,868,465,user_80786,positive
University of Michigan,Strong alumni network support.,2024-09-17,633,310,user_11206,positive
University of Michigan,Football atmosphere is electric!,2024-10-29,1297,226,user_31292,positive
University of Michigan,Football atmosphere is electric!,2024-04-08,1053,232,user_17443,positive
University of Michigan,Strong alumni network support.,2024-05-18,1277,242,user_60614,positive
University of Michigan,Parking permits extremely expensive.,2024-11-20,631,456,user_79359,negative
University of Michigan,Union renovation ongoing.,2024-08-31,449,189,user_23360,neutral
University of Michigan,Dorm overcrowding issues persist.,2024-09-07,849,484,user_62021,negative
University of Michigan,Campus facilities are world class.,2024-02-18,846,456,user_37350,positive
University of Michigan,Research funding opportunities are massive.,2024-07-27,1421,218,user_37261,positive
University of Michigan,Scholarship window open.,2024-05-02,1126,102,user_38765,neutral
University of Michigan,Dorm overcrowding issues persist.,2024-12-10,384,258,user_45160,negative
University of Michigan,Dorm overcrowding issues persist.,2024-05-18,633,311,user_71610,negative
University of Michigan,Football atmosphere is electric!,2024-03-18,1162,123,user_18720,positive
University of Michigan,Strong alumni network support.,2024-04-20,835,145,user_49960,positive
University of Michigan,Dorm overcrowding issues persist.,2024-10-18,742,229,user_30500,negative
University of Michigan,Research funding opportunities are massive.,2024-11-03,534,271,user_11947,positive
University of Michigan,Registration portal crashed.,2024-05-19,696,609,user_43331,negative
University of Michigan,Research funding opportunities are massive.,2024-11-10,822,438,user_32420,positive
University of Michigan,Top-ranked academic programs.,2024-02-14,622,223,user_47972,positive
University of Michigan,Campus facilities are world class.,2024-09-01,1164,329,user_71372,positive
University of Michigan,Research funding opportunities are massive.,2024-03-06,571,474,user_68331,positive
University of Michigan,Tuition increase announced again.,2024-07-31,837,181,user_68733,negative
University of Michigan,Advising system overloaded.,2024-06-04,781,351,user_39587,negative
University of Michigan,Top-ranked academic programs.,2024-10-19,1041,139,user_33711,positive
University of Michigan,Campus facilities are world class.,2024-07-29,623,469,user_63199,positive
University of Michigan,Tuition increase announced again.,2024-03-23,1040,322,user_12395,negative
University of Michigan,Football atmosphere is electric!,2024-11-24,750,265,user_65858,positive
University of Michigan,Advising system overloaded.,2024-01-10,834,348,user_89413,negative
University of Michigan,Research funding opportunities are massive.,2024-09-03,815,299,user_92344,positive
University of Michigan,Registration portal crashed.,2024-06-19,1056,564,user_12640,negative
University of Michigan,Football atmosphere is electric!,2024-01-24,949,100,user_59658,positive
University of Michigan,Football atmosphere is electric!,2024-03-09,762,324,user_97844,positive
University of Michigan,Campus facilities are world class.,2024-11-08,558,316,user_60410,positive
University of Michigan,Midterm schedule posted.,2024-03-03,737,278,user_72233,neutral
University of Michigan,Strong alumni network support.,2024-07-09,1365,465,user_92387,positive
University of Michigan,Research funding opportunities are massive.,2024-11-30,897,183,user_18096,positive
University of Michigan,Top-ranked academic programs.,2024-09-27,1355,384,user_80149,positive
University of Michigan,Campus facilities are world class.,2024-08-17,973,493,user_51384,positive
University of Michigan,Registration portal crashed.,2024-03-10,843,380,user_67930,negative
University of Michigan,Tuition increase announced again.,2024-11-30,397,319,user_31681,negative
University of Michigan,Dorm overcrowding issues persist.,2024-10-17,325,382,user_36575,negative
University of Michigan,Registration portal crashed.,2024-09-29,1116,440,user_57974,negative
University of Michigan,Parking permits extremely expensive.,2024-10-24,306,277,user_20025,negative
University of Michigan,Research funding opportunities are massive.,2024-06-03,585,395,user_63503,positive
University of Michigan,Parking permits extremely expensive.,2024-10-11,704,205,user_35362,negative
University of Michigan,Midterm schedule posted.,2024-02-16,1197,428,user_38734,neutral
University of Michigan,Sports schedule updated.,2024-05-19,478,437,user_31596,neutral
University of Michigan,Dorm overcrowding issues persist.,2024-07-16,712,388,user_99805,negative
University of Michigan,Sports schedule updated.,2024-05-01,563,144,user_47236,neutral
University of Michigan,Dorm overcrowding issues persist.,2024-01-28,681,279,user_60441,negative
University of Michigan,Registration portal crashed.,2024-11-16,373,366,user_35030,negative
University of Michigan,New faculty announcement.,2024-10-05,476,230,user_84982,neutral
University of Michigan,Strong alumni network support.,2024-09-22,782,139,user_80036,positive
University of Michigan,Parking permits extremely expensive.,2024-02-12,423,450,user_77758,negative
University of Michigan,Research funding opportunities are massive.,2024-10-07,747,141,user_11236,positive
University of Michigan,Scholarship window open.,2024-09-18,674,130,user_80406,neutral
University of Michigan,Registration portal crashed.,2024-04-28,1064,312,user_34813,negative
University of Michigan,Research funding opportunities are massive.,2024-01-23,1371,200,user_82222,positive
University of Michigan,Strong alumni network support.,2024-04-21,914,214,user_12686,positive
University of Michigan,Research funding opportunities are massive.,2024-10-21,1144,191,user_59832,positive
University of Michigan,Football atmosphere is electric!,2024-10-02,691,423,user_75558,positive
University of Michigan,Registration portal crashed.,2024-12-09,1076,264,user_37476,negative
University of Michigan,Parking permits extremely expensive.,2024-06-09,551,528,user_10896,negative
University of Michigan,Registration portal crashed.,2024-04-27,771,491,user_84142,negative
University of Michigan,Top-ranked academic programs.,2024-03-27,1230,334,user_71242,positive
University of Michigan,Top-ranked academic programs.,2024-08-19,536,334,user_97704,positive
University of Michigan,Strong alumni network support.,2024-02-28,692,292,user_29505,positive
University of Michigan,Research funding opportunities are massive.,2024-11-03,1061,482,user_37499,positive
University of Michigan,New faculty announcement.,2024-07-25,762,174,user_94757,neutral
University of Michigan,Midterm schedule posted.,2024-10-01,1140,475,user_38191,neutral
University of Michigan,Scholarship window open.,2024-07-08,1069,268,user_49705,neutral
University of Michigan,Registration portal crashed.,2024-02-19,1030,369,user_26821,negative
University of Michigan,Campus facilities are world class.,2024-02-13,1469,131,user_88950,positive
University of Michigan,Registration portal crashed.,2024-01-04,493,460,user_27490,negative
University of Michigan,Midterm schedule posted.,2024-06-22,552,187,user_57796,neutral
University of Michigan,Tuition increase announced again.,2024-05-24,905,486,user_78763,negative
University of Michigan,Football atmosphere is electric!,2024-03-02,484,210,user_91864,positive
University of Michigan,Tuition increase announced again.,2024-05-30,773,298,user_31566,negative
University of Michigan,Top-ranked academic programs.,2024-01-29,975,311,user_34414,positive
University of Michigan,Registration portal crashed.,2024-04-14,1127,283,user_84683,negative
University of Michigan,Top-ranked academic programs.,2024-06-14,1382,375,user_16404,positive
University of Michigan,Football atmosphere is electric!,2024-05-04,1260,442,user_68324,positive
University of Michigan,Tuition increase announced again.,2024-04-28,1006,623,user_56792,negative
University of Michigan,Dorm overcrowding issues persist.,2024-08-15,1194,275,user_15246,negative
University of Michigan,Football atmosphere is electric!,2024-11-28,713,335,user_76955,positive
University of Michigan,Tuition increase announced again.,2024-10-13,659,233,user_73411,negative
University of Michigan,Scholarship window open.,2024-10-07,573,149,user_61183,neutral
University of Michigan,Scholarship window open.,2024-01-26,1135,110,user_23788,neutral
University of Michigan,Top-ranked academic programs.,2024-07-08,1229,435,user_12930,positive
University of Michigan,Dorm overcrowding issues persist.,2024-05-19,672,444,user_68436,negative
University of Michigan,Strong alumni network support.,2024-02-19,827,385,user_71378,positive
University of Michigan,Football atmosphere is electric!,2024-03-02,1303,278,user_31095,positive
University of Michigan,Top-ranked academic programs.,2024-09-28,428,312,user_68717,positive
University of Michigan,Dorm overcrowding issues persist.,2024-07-24,750,438,user_54440,negative
University of Michigan,Strong alumni network support.,2024-07-12,1089,261,user_16275,positive
University of Michigan,Advising system overloaded.,2024-11-25,523,459,user_56739,negative
University of Michigan,Dorm overcrowding issues persist.,2024-05-22,580,396,user_22229,negative
University of Michigan,Research funding opportunities are massive.,2024-03-05,812,436,user_82345,positive
University of Michigan,Parking permits extremely expensive.,2024-12-14,931,450,user_28023,negative
University of Michigan,Scholarship window open.,2024-04-28,475,150,user_49456,neutral
University of Michigan,Parking permits extremely expensive.,2024-07-10,644,336,user_57178,negative
University of Michigan,Registration portal crashed.,2024-02-08,489,429,user_23686,negative
University of Michigan,Top-ranked academic programs.,2024-02-05,1149,153,user_24092,positive
University of Michigan,Parking permits extremely expensive.,2024-01-04,449,434,user_75537,negative
University of Michigan,Top-ranked academic programs.,2024-10-29,523,386,user_91474,positive
University of Michigan,Top-ranked academic programs.,2024-05-08,989,338,user_70607,positive
University of Michigan,Research funding opportunities are massive.,2024-04-10,522,112,user_56789,positive
University of Michigan,Registration portal crashed.,2024-04-06,933,331,user_85581,negative
University of Michigan,Research funding opportunities are massive.,2024-07-01,862,191,user_41865,positive
University of Michigan,Research funding opportunities are massive.,2024-02-04,1488,107,user_80129,positive
University of Michigan,Sports schedule updated.,2024-02-07,1138,284,user_69469,neutral
University of Michigan,Registration portal crashed.,2024-11-11,1154,273,user_69602,negative
University of Michigan,Registration portal crashed.,2024-03-05,1146,541,user_62800,negative
University of Michigan,Tuition increase announced again.,2024-01-11,849,498,user_76914,negative
University of Michigan,Strong alumni network support.,2024-06-24,1345,184,user_82912,positive
University of Michigan,Tuition increase announced again.,2024-02-12,556,570,user_83852,negative
University of Michigan,Tuition increase announced again.,2024-04-28,579,596,user_59061,negative
University of Michigan,Parking permits extremely expensive.,2024-08-25,1197,276,user_37014,negative
University of Michigan,Tuition increase announced again.,2024-09-21,978,326,user_75994,negative
University of Michigan,Dorm overcrowding issues persist.,2024-05-28,932,295,user_15709,negative
University of Michigan,Registration portal crashed.,2024-05-04,662,508,user_42069,negative
University of Michigan,Scholarship window open.,2024-02-10,936,459,user_57289,neutral
University of Michigan,Registration portal crashed.,2024-06-10,797,557,user_20093,negative
University of Michigan,Registration portal crashed.,2024-12-09,575,374,user_60446,negative
University of Michigan,Football atmosphere is electric!,2024-07-20,1201,490,user_28702,positive
University of Michigan,Sports schedule updated.,2024-04-05,755,298,user_79470,neutral
University of Michigan,Campus facilities are world class.,2024-12-25,965,467,user_39037,positive
University of Michigan,Parking permits extremely expensive.,2024-11-09,501,527,user_78879,negative
University of Michigan,Dorm overcrowding issues persist.,2024-12-26,1173,614,user_55410,negative
University of Michigan,Registration portal crashed.,2024-08-02,948,492,user_55955,negative
University of Michigan,Tuition increase announced again.,2024-04-11,753,593,user_24655,negative
University of Michigan,Top-ranked academic programs.,2024-04-11,1397,187,user_95995,positive
University of Michigan,Campus facilities are world class.,2024-07-23,957,224,user_13477,positive
University of Michigan,Football atmosphere is electric!,2024-06-08,1374,237,user_25598,positive
University of Michigan,Parking permits extremely expensive.,2024-04-01,557,383,user_59197,negative
University of Michigan,Registration portal crashed.,2024-01-22,1163,228,user_92248,negative
University of Michigan,Dorm overcrowding issues persist.,2024-12-23,604,440,user_22608,negative
University of Michigan,Registration portal crashed.,2024-01-31,301,267,user_81095,negative
University of Michigan,Registration portal crashed.,2024-04-06,563,407,user_21593,negative
University of Michigan,Top-ranked academic programs.,2024-07-26,653,281,user_77602,positive
University of Michigan,Sports schedule updated.,2024-02-07,418,265,user_50546,neutral
University of Michigan,Football atmosphere is electric!,2024-10-16,698,371,user_36845,positive
University of Michigan,Research funding opportunities are massive.,2024-08-17,747,293,user_49415,positive
University of Michigan,Parking permits extremely expensive.,2024-06-12,1107,230,user_44457,negative
University of Michigan,Strong alumni network support.,2024-04-30,602,262,user_12408,positive
University of Michigan,Tuition increase announced again.,2024-09-29,1088,474,user_74686,negative
University of Michigan,Football atmosphere is electric!,2024-01-17,517,461,user_59921,positive
University of Michigan,Strong alumni network support.,2024-05-29,1361,265,user_60653,positive
University of Michigan,Campus facilities are world class.,2024-04-16,1104,376,user_48540,positive
University of Michigan,Strong alumni network support.,2024-02-02,1379,491,user_65985,positive
University of Michigan,New faculty announcement.,2024-07-20,1093,491,user_91178,neutral
University of Michigan,Campus facilities are world class.,2024-07-27,991,128,user_41222,positive
University of Michigan,Research funding opportunities are massive.,2024-06-01,944,384,user_74520,positive
University of Michigan,Research funding opportunities are massive.,2024-01-06,574,302,user_15035,positive
University of Michigan,Advising system overloaded.,2024-04-27,317,608,user_59816,negative
University of Michigan,Football atmosphere is electric!,2024-10-17,752,168,user_57670,positive
University of Michigan,Registration portal crashed.,2024-02-05,773,387,user_68741,negative
University of Michigan,Tuition increase announced again.,2024-08-07,929,492,user_23689,negative
University of Michigan,Top-ranked academic programs.,2024-07-23,1331,292,user_40270,positive
University of Michigan,New faculty announcement.,2024-03-08,308,387,user_81369,neutral
University of Michigan,Research funding opportunities are massive.,2024-06-10,1287,418,user_83638,positive
University of Michigan,Sports schedule updated.,2024-05-24,930,131,user_87310,neutral
University of Michigan,Football atmosphere is electric!,2024-04-15,560,382,user_43620,positive
University of Michigan,Strong alumni network support.,2024-05-06,1041,247,user_94026,positive
University of Michigan,Research funding opportunities are massive.,2024-01-29,795,467,user_62116,positive
University of Michigan,Top-ranked academic programs.,2024-03-18,717,311,user_42097,positive
University of Michigan,Union renovation ongoing.,2024-11-09,680,317,user_91664,neutral
University of Michigan,Research funding opportunities are massive.,2024-07-01,1059,444,user_46021,positive
University of Michigan,Football atmosphere is electric!,2024-03-23,1354,451,user_69891,positive
University of Michigan,Top-ranked academic programs.,2024-10-31,1390,450,user_22620,positive
University of Michigan,Top-ranked academic programs.,2024-07-13,1125,222,user_20460,positive
University of Michigan,Top-ranked academic programs.,2024-09-15,1227,207,user_10097,positive
University of Michigan,Sports schedule updated.,2024-07-04,488,188,user_11997,neutral
University of Michigan,Research funding opportunities are massive.,2024-06-22,551,315,user_43479,positive
University of Michigan,Tuition increase announced again.,2024-09-25,414,574,user_34672,negative
University of Michigan,Registration portal crashed.,2024-03-11,372,346,user_83000,negative
University of Michigan,Top-ranked academic programs.,2024-07-31,614,454,user_28182,positive
University of Michigan,Strong alumni network support.,2024-11-07,1055,120,user_81082,positive
University of Michigan,Strong alumni network support.,2024-07-17,1261,234,user_76683,positive
University of Michigan,Top-ranked academic programs.,2024-09-10,1275,373,user_64109,positive
University of Michigan,Union renovation ongoing.,2024-02-05,976,114,user_24590,neutral
University of Michigan,Strong alumni network support.,2024-07-15,565,272,user_65957,positive
University of Michigan,Campus facilities are world class.,2024-11-25,1132,476,user_88166,positive
University of Michigan,Advising system overloaded.,2024-09-01,328,377,user_70063,negative
University of Michigan,Union renovation ongoing.,2024-05-05,776,378,user_85201,neutral
University of Michigan,Research funding opportunities are massive.,2024-08-14,865,367,user_46668,positive
University of Michigan,Top-ranked academic programs.,2024-06-24,699,386,user_85763,positive
University of Michigan,Tuition increase announced again.,2024-09-17,793,418,user_70159,negative
University of Michigan,Parking permits extremely expensive.,2024-12-20,1186,412,user_74606,negative
University of Michigan,Football atmosphere is electric!,2024-10-04,478,483,user_43770,positive
University of Michigan,Top-ranked academic programs.,2024-11-09,1182,216,user_33199,positive
University of Michigan,Tuition increase announced again.,2024-03-07,1027,173,user_45928,negative
University of Michigan,New faculty announcement.,2024-05-10,650,322,user_82439,neutral
University of Michigan,Football atmosphere is electric!,2024-06-17,1142,369,user_18451,positive
University of Michigan,Strong alumni network support.,2024-02-16,766,467,user_72897,positive
University of Michigan,Scholarship window open.,2024-10-17,1090,154,user_39987,neutral
University of Michigan,Top-ranked academic programs.,2024-11-03,1438,375,user_79647,positive
University of Michigan,Campus facilities are world class.,2024-02-28,885,257,user_27222,positive
University of Michigan,Sports schedule updated.,2024-07-16,1097,446,user_50609,neutral
University of Michigan,Strong alumni network support.,2024-05-20,611,260,user_43792,positive
University of Michigan,Union renovation ongoing.,2024-06-30,457,381,user_30059,neutral
University of Michigan,Football atmosphere is electric!,2024-05-24,687,368,user_84509,positive
University of Michigan,Advising system overloaded.,2024-11-15,1022,362,user_30140,negative
University of Michigan,Advising system overloaded.,2024-07-22,539,362,user_34826,negative
University of Michigan,Tuition increase announced again.,2024-04-16,352,524,user_62578,negative
University of Michigan,Research funding opportunities are massive.,2024-12-14,727,496,user_74281,positive
University of Michigan,Research funding opportunities are massive.,2024-07-13,774,272,user_68827,positive
University of Michigan,Dorm overcrowding issues persist.,2024-07-25,764,416,user_36203,negative
University of Michigan,Advising system overloaded.,2024-02-02,787,514,user_36620,negative
University of Michigan,Strong alumni network support.,2024-11-22,729,422,user_74404,positive
University of Michigan,Research funding opportunities are massive.,2024-02-06,935,309,user_17782,positive
University of Michigan,Strong alumni network support.,2024-03-15,1307,434,user_57442,positive
University of Michigan,Football atmosphere is electric!,2024-08-18,648,423,user_90246,positive
University of Michigan,Campus facilities are world class.,2024-07-31,1108,432,user_97736,positive
University of Michigan,Tuition increase announced again.,2024-06-07,1004,295,user_99180,negative
University of Michigan,Football atmosphere is electric!,2024-01-15,1277,119,user_64253,positive
University of Michigan,Dorm overcrowding issues persist.,2024-04-30,723,227,user_32442,negative
University of Michigan,Union renovation ongoing.,2024-07-14,1114,109,user_32813,neutral
University of Michigan,Parking permits extremely expensive.,2024-07-27,760,528,user_57164,negative
University of Michigan,Top-ranked academic programs.,2024-06-01,949,147,user_97157,positive
University of Michigan,Strong alumni network support.,2024-03-18,1414,273,user_34806,positive
University of Michigan,Football atmosphere is electric!,2024-07-08,820,449,user_80772,positive
University of Michigan,Union renovation ongoing.,2024-11-23,584,160,user_30330,neutral
University of Michigan,Registration portal crashed.,2024-06-12,767,264,user_13997,negative
University of Michigan,Strong alumni network support.,2024-06-13,1032,362,user_66214,positive
University of Michigan,Tuition increase announced again.,2024-09-09,661,349,user_45990,negative
University of Michigan,Scholarship window open.,2024-02-02,598,405,user_14123,neutral
University of Michigan,Dorm overcrowding issues persist.,2024-08-27,721,217,user_93787,negative
University of Michigan,Registration portal crashed.,2024-10-10,945,443,user_52181,negative
University of Michigan,New faculty announcement.,2024-04-29,376,473,user_38341,neutral
University of Michigan,Parking permits extremely expensive.,2024-03-18,689,525,user_61220,negative
University of Michigan,Top-ranked academic programs.,2024-04-14,783,463,user_92129,positive
University of Michigan,Parking permits extremely expensive.,2024-02-03,683,195,user_15939,negative
University of Michigan,Parking permits extremely expensive.,2024-02-01,764,349,user_53671,negative
University of Michigan,Parking permits extremely expensive.,2024-12-23,1024,295,user_43672,negative
University of Michigan,Registration portal crashed.,2024-11-13,488,525,user_74745,negative
University of Michigan,Top-ranked academic programs.,2024-01-09,1149,336,user_17738,positive
University of Michigan,New faculty announcement.,2024-05-10,733,469,user_33594,neutral
University of Michigan,Advising system overloaded.,2024-07-18,324,473,user_94154,negative
University of Michigan,Dorm overcrowding issues persist.,2024-02-19,1012,469,user_59675,negative
University of Michigan,Dorm overcrowding issues persist.,2024-05-26,707,396,user_93588,negative
University of Michigan,Top-ranked academic programs.,2024-02-19,987,124,user_98952,positive
University of Michigan,Dorm overcrowding issues persist.,2024-04-19,892,352,user_44930,negative
University of Michigan,Tuition increase announced again.,2024-10-31,477,425,user_53936,negative
University of Michigan,Tuition increase announced again.,2024-01-30,425,550,user_68414,negative
University of Michigan,Campus facilities are world class.,2024-06-10,916,280,user_96176,positive
University of Michigan,Top-ranked academic programs.,2024-10-23,1197,286,user_16544,positive
University of Michigan,Top-ranked academic programs.,2024-06-24,923,263,user_52569,positive
University of Michigan,Strong alumni network support.,2024-11-03,482,312,user_48354,positive
University of Michigan,Dorm overcrowding issues persist.,2024-04-30,605,518,user_96301,negative
University of Michigan,Top-ranked academic programs.,2024-09-14,506,251,user_27308,positive
University of Michigan,Research funding opportunities are massive.,2024-05-26,691,282,user_82687,positive
University of Michigan,Dorm overcrowding issues persist.,2024-08-12,828,367,user_84324,negative
University of Michigan,Tuition increase announced again.,2024-05-06,844,556,user_50768,negative
University of Michigan,Research funding opportunities are massive.,2024-01-15,966,410,user_99650,positive
University of Michigan,Football atmosphere is electric!,2024-07-23,1296,476,user_85991,positive
University of Michigan,Midterm schedule posted.,2024-06-13,328,463,user_59999,neutral
University of Michigan,Research funding opportunities are massive.,2024-12-28,1282,347,user_24937,positive
University of Michigan,Parking permits extremely expensive.,2024-12-25,787,584,user_57582,negative
University of Michigan,Football atmosphere is electric!,2024-08-25,1419,465,user_24208,positive
University of Michigan,Midterm schedule posted.,2024-07-09,714,215,user_30061,neutral
University of Michigan,Advising system overloaded.,2024-09-17,748,447,user_55346,negative
University of Michigan,Dorm overcrowding issues persist.,2024-06-13,498,496,user_53889,negative
University of Michigan,Advising system overloaded.,2024-04-06,637,411,user_48513,negative
University of Michigan,Campus facilities are world class.,2024-07-20,1300,175,user_81632,positive
University of Michigan,Union renovation ongoing.,2024-03-14,983,252,user_24756,neutral
University of Michigan,Registration portal crashed.,2024-06-03,727,261,user_45619,negative
University of Michigan,Research funding opportunities are massive.,2024-09-11,948,368,user_55795,positive
University of Michigan,Tuition increase announced again.,2024-08-03,803,354,user_17060,negative
University of Michigan,Campus facilities are world class.,2024-04-15,819,426,user_82980,positive
University of Michigan,Tuition increase announced again.,2024-06-19,916,413,user_22669,negative
University of Michigan,Strong alumni network support.,2024-01-11,866,284,user_76035,positive
University of Michigan,Research funding opportunities are massive.,2024-06-21,700,202,user_64758,positive
University of Michigan,Strong alumni network support.,2024-05-04,1341,162,user_32158,positive
University of Michigan,Football atmosphere is electric!,2024-03-25,879,124,user_73965,positive
University of Michigan,Strong alumni network support.,2024-09-26,1139,306,user_41516,positive
University of Michigan,Top-ranked academic programs.,2024-06-02,998,316,user_86184,positive
University of Michigan,Registration portal crashed.,2024-06-15,498,294,user_31170,negative
University of Michigan,New faculty announcement.,2024-02-19,1067,134,user_57446,neutral
University of Michigan,Parking permits extremely expensive.,2024-10-12,517,477,user_87249,negative
University of Michigan,Campus facilities are world class.,2024-07-26,678,244,user_79809,positive
University of Michigan,Top-ranked academic programs.,2024-03-19,747,452,user_36693,positive
University of Michigan,Parking permits extremely expensive.,2024-06-08,1021,286,user_35316,negative
University of Michigan,Campus facilities are world class.,2024-02-15,1156,470,user_92401,positive
University of Michigan,Campus facilities are world class.,2024-02-15,1359,320,user_34774,positive
University of Michigan,Strong alumni network support.,2024-08-16,859,100,user_88487,positive
University of Michigan,Campus facilities are world class.,2024-06-26,1195,410,user_98230,positive
University of Michigan,Research funding opportunities are massive.,2024-11-11,1200,242,user_34948,positive
University of Michigan,Sports schedule updated.,2024-06-23,852,355,user_76021,neutral
University of Michigan,Campus facilities are world class.,2024-06-03,813,216,user_75641,positive
University of Michigan,Parking permits extremely expensive.,2024-10-30,518,262,user_89589,negative
University of Michigan,Football atmosphere is electric!,2024-01-30,849,255,user_43571,positive
University of Michigan,Top-ranked academic programs.,2024-11-13,1241,242,user_40532,positive
University of Michigan,Football atmosphere is electric!,2024-05-14,740,180,user_59528,positive
University of Michigan,Top-ranked academic programs.,2024-07-29,837,100,user_85513,positive
University of Michigan,Research funding opportunities are massive.,2024-11-11,695,212,user_43292,positive
University of Michigan,Tuition increase announced again.,2024-12-08,592,249,user_36630,negative
University of Michigan,Football atmosphere is electric!,2024-12-25,1409,429,user_47223,positive
University of Michigan,Top-ranked academic programs.,2024-02-12,1212,451,user_13844,positive
University of Michigan,Campus facilities are world class.,2024-06-13,1179,135,user_33046,positive
University of Michigan,New faculty announcement.,2024-07-25,489,373,user_37877,neutral
University of Michigan,Strong alumni network support.,2024-07-27,707,437,user_41585,positive
University of Michigan,Parking permits extremely expensive.,2024-06-09,581,183,user_24105,negative
University of Michigan,Registration portal crashed.,2024-05-07,328,494,user_46314,negative
University of Michigan,Top-ranked academic programs.,2024-02-28,470,486,user_75271,positive
University of Michigan,Registration portal crashed.,2024-02-05,697,393,user_30463,negative
University of Michigan,Tuition increase announced again.,2024-01-01,334,216,user_80628,negative
University of Michigan,Advising system overloaded.,2024-10-19,586,531,user_77043,negative
University of Michigan,Advising system overloaded.,2024-01-15,507,211,user_34866,negative
University of Michigan,Dorm overcrowding issues persist.,2024-06-26,302,429,user_37276,negative
University of Michigan,Campus facilities are world class.,2024-05-17,1037,329,user_36216,positive
University of Michigan,Tuition increase announced again.,2024-06-30,375,293,user_12827,negative
University of Michigan,Campus facilities are world class.,2024-06-18,691,107,user_77290,positive
University of Michigan,Parking permits extremely expensive.,2024-04-16,872,509,user_27066,negative
University of Michigan,Research funding opportunities are massive.,2024-05-15,1195,235,user_17186,positive
University of Michigan,Top-ranked academic programs.,2024-06-13,672,191,user_63272,positive
University of Michigan,Campus facilities are world class.,2024-04-05,928,329,user_50172,positive
University of Michigan,Strong alumni network support.,2024-06-03,939,429,user_89041,positive
University of Michigan,Research funding opportunities are massive.,2024-11-06,460,219,user_97355,positive
University of Michigan,Top-ranked academic programs.,2024-06-28,796,303,user_78890,positive
University of Michigan,New faculty announcement.,2024-03-22,1036,295,user_74288,neutral
University of Michigan,Advising system overloaded.,2024-06-20,981,271,user_68718,negative
University of Michigan,Registration portal crashed.,2024-06-13,544,510,user_77597,negative
University of Michigan,New faculty announcement.,2024-11-23,1171,122,user_12223,neutral
University of Michigan,Dorm overcrowding issues persist.,2024-06-13,877,401,user_32009,negative
University of Michigan,Research funding opportunities are massive.,2024-10-18,1252,103,user_12257,positive
University of Michigan,Tuition increase announced again.,2024-01-03,869,549,user_12328,negative
University of Michigan,Top-ranked academic programs.,2024-12-21,434,298,user_51843,positive
University of Michigan,Union renovation ongoing.,2024-04-26,1040,353,user_91824,neutral
University of Michigan,Midterm schedule posted.,2024-07-06,301,226,user_53753,neutral
University of Michigan,Dorm overcrowding issues persist.,2024-08-08,1188,530,user_32355,negative
University of Michigan,Strong alumni network support.,2024-11-26,860,251,user_62149,positive
University of Michigan,Advising system overloaded.,2024-01-26,522,200,user_71321,negative
University of Michigan,Football atmosphere is electric!,2024-01-08,785,459,user_16368,positive
University of Michigan,Sports schedule updated.,2024-05-17,359,349,user_92135,neutral
University of Michigan,Campus facilities are world class.,2024-07-01,1307,407,user_45722,positive
University of Michigan,Midterm schedule posted.,2024-03-14,785,258,user_60889,neutral
University of Michigan,Dorm overcrowding issues persist.,2024-03-15,813,441,user_94266,negative
University of Michigan,Midterm schedule posted.,2024-11-22,626,321,user_91943,neutral
University of Michigan,Tuition increase announced again.,2024-09-21,545,485,user_23318,negative
University of Michigan,Tuition increase announced again.,2024-04-09,382,337,user_92906,negative
University of Michigan,Parking permits extremely expensive.,2024-07-10,1064,552,user_59339,negative
University of Michigan,Advising system overloaded.,2024-12-24,450,502,user_28489,negative
University of Michigan,Campus facilities are world class.,2024-01-13,907,143,user_98417,positive
University of Michigan,Football atmosphere is electric!,2024-09-14,729,377,user_39773,positive
University of Michigan,Strong alumni network support.,2024-02-05,1071,480,user_52818,positive
University of Michigan,Registration portal crashed.,2024-11-04,699,623,user_92764,negative
University of Michigan,Midterm schedule posted.,2024-06-15,350,135,user_24407,neutral
University of Michigan,Parking permits extremely expensive.,2024-12-15,510,261,user_33626,negative
University of Michigan,Strong alumni network support.,2024-08-19,1170,391,user_58316,positive
University of Michigan,New faculty announcement.,2024-03-02,821,309,user_61800,neutral
University of Michigan,Campus facilities are world class.,2024-12-21,1209,222,user_35213,positive
University of Michigan,Football atmosphere is electric!,2024-09-24,669,439,user_60363,positive
University of Michigan,Advising system overloaded.,2024-03-03,675,454,user_98666,negative
University of Michigan,Research funding opportunities are massive.,2024-01-08,636,213,user_76578,positive
University of Michigan,Top-ranked academic programs.,2024-02-06,1462,435,user_28628,positive
University of Michigan,Top-ranked academic programs.,2024-09-08,1078,104,user_52140,positive
University of Michigan,Strong alumni network support.,2024-09-02,946,236,user_23190,positive
University of Michigan,New faculty announcement.,2024-02-10,475,158,user_34812,neutral
University of Michigan,Sports schedule updated.,2024-05-18,584,185,user_50541,neutral
University of Michigan,Midterm schedule posted.,2024-04-20,765,299,user_97213,neutral
University of Michigan,Football atmosphere is electric!,2024-07-12,610,242,user_46861,positive
